row_class,col1_text,col1_class,col1_style,col2_text,col2_class,col2_style,col3_text,col3_class,col3_style,col4_text,col4_class,col4_style
depth-0 topcat,,,,Ausflugsziele,,padding-left:0px,,,,TouristAttraction,,
depth-1,Allee,,,Allee,,padding-left:12px,,,,Park,,
depth-1,Alpe,,,Alpe,,padding-left:12px,,,,LocalBusiness,,
depth-1,Archäologische Stätte,,,Archäologische Stätte,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Architektur,,,Architektur,,padding-left:12px,,,,TouristAttraction,,
depth-1,Aussichtspunkt; Aussichtsturm,,,Aussichtspunkt/-turm,,padding-left:12px,Viewpoint,,,https://odta.io/voc/Viewpoint,,
depth-1,Bergbahn Bergstation; Bergbahn Mittelstation; Bergbahn Talstation; Skilift,,,Bergbahn/Lift,,padding-left:12px,,,,TrainStation,,
depth-1,Bergwerk,,,Besucherbergwerk,,padding-left:12px,ShowMine,,,https://odta.io/voc/CaveOrMine,,
depth-1,Bildstock,,,Bildstock,,padding-left:12px,,,,Place,,
depth-1,,,,Brauerei,,padding-left:12px,,,,Brewery,,
depth-1,Brunnen,,,Brunnen,,padding-left:12px,,,,Place,,
depth-1,Brücke,,,Brücke,,padding-left:12px,,,,"Bridge,LandmarksOrHistoricalBuildings",,
depth-1,Burg,,,Burg,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Coworking Space,,padding-left:12px,CoworkingSpace,,,https://odta.io/voc/CoworkingSpace,,
depth-1,Denkmal,,,Denkmal,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Eisenbahn,,,Eisen-/Schmalspurbahn,,padding-left:12px,,,,TrainStation,,
depth-1,,,,Escape Room,,padding-left:12px,,,,LocalBusiness,,
depth-1,,,,Event Location,,padding-left:12px,,,,EventVenue,,
depth-1,,,,Fabrikhalle,,padding-left:12px,,,,https://odta.io/voc/FactoryHallOrEngineShed,,
depth-1,Fachwerkhaus,,,Fachwerkhaus,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,,,,Ferienstraße,,padding-left:12px,,,,TouristAttraction,,
depth-1,Festung,,,Festung,,padding-left:12px,,,,https://odta.io/voc/CastleOrVilla,,
depth-1,Forsthaus,,,Forsthaus,,padding-left:12px,,,,Place,,
depth-1,,,,Freizeitbahn,,padding-left:12px,,,,"TouristAttraction,TrainStation",,
depth-1,Freizeitpark,,,Freizeitpark,,padding-left:12px,,,,AmusementPark,,
depth-1,Friedhof,,,Friedhof,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Fußgängerzone,,,Fußgängerzone,,padding-left:12px,,,,CivicStructure,,
depth-1,Galerie; Kunst,,,Galerie,,padding-left:12px,,,,ArtGallery,,
depth-1,,,,Glashütte,,padding-left:12px,,,,LocalBusiness,,
depth-1,Gutshof,,,Gutshof,,padding-left:12px,,,,LocalBusiness,,
depth-1,Halde,,,Halde,,padding-left:12px,,,,Place,,
depth-1,,,,Historische Location,,padding-left:12px,,,,EventVenue,,
depth-1,Historische Stätte,,,Historische Stätte,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Einstieg; Höhle,,,Höhle/Tropfsteinhöhle,,padding-left:12px,,,,https://odta.io/voc/StalactiteCave,,
depth-1,Industrie,,,Industrie-/Werksbesichtigung,,padding-left:12px,,,,TouristAttraction,,
depth-1,Industriedenkmal,,,Industriemerkmal,,padding-left:12px,,,,Place,,
depth-1,Kapelle,,,Kapelle,,padding-left:12px,,,,PlaceOfWorship,,
depth-1,Kirche,,,Kirche,,padding-left:12px,,,,"Church,PlaceOfWorship",,
depth-1,Kloster,,,Kloster,,padding-left:12px,,,,PlaceOfWorship,,
depth-1,,,,Konzertsaal,,padding-left:12px,ConcertHall,,,https://odta.io/voc/ConcertHall,,
depth-1,,,,Lokschuppen,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Markt,,,Marktplatz,,padding-left:12px,Local Market,,,https://odta.io/voc/LocalMarket,,
depth-1,Messe,,,Messe,,padding-left:12px,,,,https://odta.io/voc/TradeFairOrExhibitionVenue,,
depth-1,,,,Miniaturschauanlage,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Moderne Location,,padding-left:12px,,,,EventVenue,,
depth-1,Ausstellung; Museum,,,Museum/Sammlung,,padding-left:12px,,,,Museum,,
depth-1,Museumsbahn,,,Museumsbahn,,padding-left:12px,,,,TrainStation,,
depth-1,Mühle,,,Mühle,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Open-Air-Location,,padding-left:12px,OpenAirStage,,,https://odta.io/voc/OpenAirStage,,
depth-1,,,,Orgel,,padding-left:12px,,,,Place,,
depth-1,Garten; Park,,,Park/Garten,,padding-left:12px,,,,Park,,
depth-1,Pfahlbauten,,,Pfahlbauten,,padding-left:12px,,,,Place,,
depth-1,,,,Rittergut/Herrenhaus,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Ruine,,,Ruine,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,,,,Schauwerkstatt/Manufaktur,,padding-left:12px,,,,"TouristAttraction,LocalBusiness",,
depth-1,Salzgrotte,,,Salzgrotte,,padding-left:12px,Grotto,,,https://odta.io/voc/Grotto,,
depth-1,Schifffahrt,,,Schifffahrt,,padding-left:12px,,,,BoatTerminal,,
depth-1,Schloss,,,Schloss,,padding-left:12px,,,,LandmarksOrHistoricalBuildings,,
depth-1,Schlucht,,,Schlucht,,padding-left:12px,,,,https://odta.io/voc/NatureAttraction,,
depth-1,,,,Sehenswertes,,padding-left:12px,,,,TouristAttraction,,
depth-1,Religiöse Einrichtung,,,Sonstige Sehenswürdigkeit,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Special Location,,padding-left:12px,,,,Place,,
depth-1,Sternwarte,,,Sternwarte,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Studio,,padding-left:12px,,,,Place,,
depth-1,,,,UNESCO Welterbestätte,,padding-left:12px,,,,TouristAttraction,,
depth-1,Vereinsheim,,,Vereinsheim,,padding-left:12px,,,,Place,,
depth-1,,,,Villa,,padding-left:12px,,,,https://odta.io/voc/CastleOrVilla,,
depth-1,Wallfahrtskirche,,,Wallfahrtskirche,,padding-left:12px,,,,"PlaceOfWorship,Church",,
depth-1,Wegkreuz,,,Wegkreuz,,padding-left:12px,SignPost,,,https://odta.io/voc/SignPost,,
depth-1,,,,Weingut,,padding-left:12px,,,,"LocalBusiness,Winery",,
depth-1,Zoo/Tierpark,,,Zoo/Tierpark,,padding-left:12px,,,,Zoo,,
depth-0 topcat,,,,Unterhaltung,,padding-left:0px,,,,,,
depth-1,Casino,,,Casino,,padding-left:12px,,,,Casino,,
depth-1,,,,Disko/Club,,padding-left:12px,,,,NightClub,,
depth-1,Freilichtbühne,,,Freilichtbühne/-theater,,padding-left:12px,OpenAirStage,,,"PerformingArtsTheater,EventVenue,https://odta.io/voc/OpenAirStage",,
depth-1,,,,Freilichtmuseum,,padding-left:12px,,,,"TouristAttraction,Museum",,
depth-1,Jugendtreff,,,Jugendtreff,,padding-left:12px,CultureCenter,,,https://odta.io/voc/CultureCenter,,
depth-1,Kino,,,Kino,,padding-left:12px,,,,MovieTheater,,
depth-1,,,,Klangkörper & Ensemble,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Kulturzentrum,,padding-left:12px,CultureCenter,,,https://odta.io/voc/CultureCenter,,
depth-1,Oper,,,Oper,,padding-left:12px,OperaHouse,,,https://odta.io/voc/OperaHouse,,
depth-1,,,,Sonstige Unterhaltungseinrichtung,,padding-left:12px,,,,TouristAttraction,,
depth-1,,,,Spielstätte,,padding-left:12px,CultureCenter,,,https://odta.io/voc/CultureCenter,,
depth-1,Theater,,,Theater,,padding-left:12px,Theater,,,"PerformingArtsTheater,EventVenue,https://odta.io/voc/Theater",,
depth-0 topcat,,,,Geschäfte und Dienstleistung,,padding-left:0px,,,,LocalBusiness,,
depth-1,Hofladen,,,Direktvermarkter,,padding-left:12px,FarmShop,,,https://odta.io/voc/FarmShop,,
depth-1,Bekleidung; Fachhandel; Kaufhaus; Kellereibetrieb; Kiosk; Lebensmittel; Mode; Outlet; Sportausrüstung,,,Einzelhandel,,padding-left:12px,,,,"LocalBusiness,Store",,
depth-1,Friseur,,,Friseur,,padding-left:12px,,,,"HealthAndBeautyBusiness,HairSalon",,
depth-1,Bank; Geldautomat,,,Geldautomat/-institut,,padding-left:12px,,,,"FinancialService,AutomatedTeller",,
depth-1,,,,Hallen- / Kurgastzentrum,,padding-left:12px,,,,LocalBusiness,,
depth-1,Handwerk,,,Handwerk,,padding-left:12px,,,,https://odta.io/voc/HandcraftStore,,
depth-1,,,,Kreativität/Gestalten,,padding-left:12px,,,,LocalBusiness,,
depth-1,,,,Mobilitätspartner,,padding-left:12px,,,,LocalBusiness,,
depth-1,,,,PCOs,,padding-left:12px,,,,LocalBusiness,,
depth-1,Schmiede,,,Schmiede,,padding-left:12px,,,,LocalBusiness,,
depth-1,Brennerei,,,Sonstige Geschäfte und Dienstleistungen,,padding-left:12px,,,,LocalBusiness,,
depth-1,Souvenir,,,Souvenirs,,padding-left:12px,SouvenirShop,,,https://odta.io/voc/SouvenirShop,,
depth-1,Tankstelle,,,Tankstelle,,padding-left:12px,,,,GasStation,,
depth-1,,,,Tourismusorganisation,,padding-left:12px,,,,LocalBusiness,,
depth-1,,,,Werksverkäufe,,padding-left:12px,,,,LocalBusiness,,
depth-0 topcat,,,,Sport und Freizeit,,padding-left:0px,,,,,,
depth-1,Fischen,,,Angeln/Fischen,,padding-left:12px,FishingSpot,,,https://odta.io/voc/FishingSpot,,
depth-1,Beachvolleyball; Volleyball,,,Beachvolleyball,,padding-left:12px,VolleyballCourt,,,https://odta.io/voc/BeachVolleyballCourt,,
depth-1,,,,Bobbahn,,padding-left:12px,,,,https://odta.io/voc/SummerTobogganRun,,
depth-1,Eissport; Snowpark,,,Eislauf/Eishalle,,padding-left:12px,IceRink,,,https://odta.io/voc/IceSkatingRink,,
depth-1,,,,Fahrrad,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Fitness,,,Fitness,,padding-left:12px,,,,ExerciseGym,,
depth-1,,,,Funsport,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Fußball,,,Fußball,,padding-left:12px,FootballPitch,,,https://odta.io/voc/FootballPitch,,
depth-1,Golf,,,Golf,,padding-left:12px,,,,GolfCourse,,
depth-1,Grillplatz,,,Grillplatz,,padding-left:12px,PicnicArea,,,https://odta.io/voc/PicnicArea,,
depth-1,,,,Indoor-Spielplatz,,padding-left:12px,IndoorPlayground,,,Playground,,
depth-1,Inline-Skating-Anlage,,,Inline-Skating,,padding-left:12px,SkatePark,,,https://odta.io/voc/SkatePark,,
depth-1,Kegeln,,,Kegeln/Bowling,,padding-left:12px,,,,BowlingAlley,,
depth-1,Spielplatz,,,Kinderspielplatz,,padding-left:12px,,,,Playground,,
depth-1,Kletterhalle; Klettern,,,Klettern,,padding-left:12px,ClimbingGym,,,https://odta.io/voc/ClimbingWall,,
depth-1,Kutschfahrt,,,Kutschenfahrt,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,,,,Langlauf,,padding-left:12px,,,,SkiResort,,
depth-1,Gleitschirmfliegen; Luftsport,,,Luftsport,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Minigolf,,,Minigolf,,padding-left:12px,MiniatureGolfCourse,,,https://odta.io/voc/MiniGolfCourse,,
depth-1,Motocross-Anlage,,,Motorsport,,padding-left:12px,MotorRacingCircuit,,,https://odta.io/voc/MotorsportTrack,,
depth-1,,,,Mountainbike,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Schießsport,,,Schießsport,,padding-left:12px,ShootingRange,,,https://odta.io/voc/ShootingRange,,
depth-1,Reiten,,,Reiten,,padding-left:12px,EquestrianCenter,,,https://odta.io/voc/EquestrianCenter,,
depth-1,Winterrodelbahn,,,Rodeln,,padding-left:12px,,,,SkiResort,,
depth-1,Skisprungschanze,,,Schanze,,padding-left:12px,,,,https://odta.io/voc/SkiJump,,
depth-1,,,,Ski-Alpin,,padding-left:12px,,,,SkiResort,,
depth-1,,,,Skigebiet,,padding-left:12px,,,,SkiResort,,
depth-1,,,,Ski-Nordisch,,padding-left:12px,,,,SkiResort,,
depth-1,Sommerrodelbahn,,,Sommerrodelbahn,,padding-left:12px,SummerTobogganRun,,,https://odta.io/voc/SummerTobogganRun,,
depth-1,Sommerstockbahn,,,Sonstige Sport- und Freizeiteinrichtung,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Squash; Tennis,,,Tennis/Squash,,padding-left:12px,TennisCourt,,,TennisComplex,,
depth-1,Wassersport,,,Wassersport,,padding-left:12px,WaterSportsCenter,,,https://odta.io/voc/WaterSportsFacility,,
depth-0 topcat,,,,Erholung und Gesundheit,,padding-left:0px,,,,HealthAndBeautyBusiness,,
depth-1,,,,Arena,,padding-left:12px,,,,StadiumOrArena,,
depth-1,Badestelle,,,Badestelle,,padding-left:12px,,,,Place,,
depth-1,Bikepark,,,Bike-Park,,padding-left:12px,,,,https://odta.io/voc/BikeParkDownhillArea,,
depth-1,Biwak,,,Biwak,,padding-left:12px,,,,Place,,
depth-1,BMX-Anlage,,,BMX-Anlage,,padding-left:12px,,,,https://odta.io/voc/BikeParkDownhillArea,,
depth-1,Bouldern,,,Bouldern,,padding-left:12px,ClimbingGym,,,https://odta.io/voc/ClimbingWall,,
depth-1,Bungee-Jumping,,,Bungee-Jumping,,padding-left:12px,,,,https://odta.io/voc/BungeeJumpingSite,,
depth-1,Freibad,,,Freibad,,padding-left:12px,Outdoor,,,PublicSwimmingPool,,
depth-1,Geocaching,,,Geocaching,,padding-left:12px,,,,Place,,
depth-1,Go-Kart,,,Go-Kart,,padding-left:12px,MotorRacingCircuit,,,https://odta.io/voc/MotorsportTrack,,
depth-1,Erlebnisbad; Hallenbad,,,Hallenbad/Erlebnisbad,,padding-left:12px,,,,PublicSwimmingPool,,
depth-1,Handball,,,Handball,,padding-left:12px,,,,SportsActivityLocation,,
depth-1,Heilquelle,,,Heilquelle,,padding-left:12px,WellnessCenter,,,https://odta.io/voc/WaterTreading,,
depth-1,Hochseilgarten,,,Hochseilgarten,,padding-left:12px,ClimbingCrag,,,https://odta.io/voc/OutdoorClimbingPark,,
depth-1,Kureinrichtung,,,Kureinrichtung,,padding-left:12px,,,,HealthAndBeautyBusiness,,
depth-1,Kurhaus,,,Kurmittelhaus,,padding-left:12px,,,,HealthAndBeautyBusiness,,
depth-1,,,,Kurort/Heilbad,,padding-left:12px,SpaTown,,,https://odta.io/voc/MedicalSpa,,
depth-1,See,,,See,,padding-left:12px,Outdoor,,,"LakeBodyOfWater,PublicSwimmingPool",,
depth-1,Sauna,,,Saunalandschaft,,padding-left:12px,SaunaPark,,,"HealthAndBeautyBusiness,https://odta.io/voc/SaunaPark",,
depth-1,Wellness,,,Spa/Wellness,,padding-left:12px,,,,DaySpa,,
depth-1,Sanatorium,,,Sanatorium,,padding-left:12px,,,,HealthAndBeautyBusiness,,
depth-1,,,,Sonstige Erholungs- und Gesundheitseinrichtungen,,padding-left:12px,,,,HealthAndBeautyBusiness,,
depth-1,Skischule,,,Ski-Schule,,padding-left:12px,SkiSchool,,,https://odta.io/voc/SkiSchool,,
depth-1,Skiverleih,,,Ski-Verleih,,padding-left:12px,SkiRental,,,https://odta.io/voc/SkiRental,,
